OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
2314,003-0008,2799-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2315,010-0031,0950-430,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
2316,018-0028,2397-000,Basketball,Lachine,Récréatif
2317,013-0032,0069-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2318,002-0029,0482-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2319,002-0005,2818-000,Aire de glissade,Saint-Laurent,Loisirs et détente
2320,042-0138,2853-000,Jeux d'eau,Saint-Léonard,Récréatif
2321,003-0389,0715-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2322,020-0007,2723-000,Belvédère,Pierrefonds-Roxboro,Loisirs et détente
2323,034-0014,1860-010,Football,Ahuntsic-Cartierville,Sportif
2324,067-0010,0391-000,Scène,Ville-Marie,Loisirs et détente
2325,018-0091,2475-003,Basketball,LaSalle,Récréatif
2326,063-0004, ,Quai,Lachine,Plein air
2327,042-0125,0086-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2328,003-0173,2615-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2329,053-0056,0139-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2330,067-0006,0197-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
2331,003-0169,1147-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2332,042-0012,2817-000,Jeux d'eau,Saint-Laurent,Récréatif
2333,003-0446,0102-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2334,004-0245,0147-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2335,003-0176,2606-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2336,042-0147,0126-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
2337,016-0144,0110-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
2338,052-0107,0708-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2339,004-0091,2392-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2340,032-0001,0035-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2341,089-0004,2807-000,Volleyball de plage,Saint-Laurent,Récréatif
2342,003-0431,2551-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
2343,042-0013,2818-000,Jeux d'eau,Saint-Laurent,Récréatif
2344,004-0129,0302-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2345,052-0026,0023-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2346,004-0130,0950-001,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2347,055-0066, ,Piscine extérieure,Mercier-Hochelaga-Maisonneuve,Récréatif
2348,018-0121,2562-000,Basketball,Montréal-Nord,Récréatif
2349,003-0423,0678-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2350,005-0021, ,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2351,004-0352,0700-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2352,075-0069, ,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
2353,071-0010,0411-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2354,025-0003,2852-000,Ciné-parc,Saint-Léonard,Loisirs et détente
2355,076-0029,0219-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
2356,021-0005,0023-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
2357,003-0323,2440-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
2358,018-0066,2659-000,Basketball,Pierrefonds-Roxboro,Récréatif
2359,074-0023,0351-000,Soccer / Football,Le Sud-Ouest,Sportif
2360,036-0007,9562-060,Golf,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2361,055-0046,2459-000,Piscine extérieure,LaSalle,Récréatif
2362,016-0036,2391-000,Balle,Lachine,Sportif
2363,053-0062,2904-000,Patinoire sans bandes,Verdun,Récréatif
2364,018-0006, ,Basketball,Saint-Laurent,Récréatif
2365,002-0018,2601-000,Aire de glissade,Outremont,Loisirs et détente
2366,016-0162,0965-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2367,076-0064,0139-001,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2368,016-0159,2856-000,Balle,Saint-Léonard,Sportif
2369,095-0085,0106-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2370,054-0002,1277-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
2371,004-0039,0049-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2372,076-0038,0946-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2373,032-0007,0212-000,Fer / Galet,Rosemont-La Petite-Patrie,Loisirs et détente
2374,042-0010,2813-000,Jeux d'eau,Saint-Laurent,Récréatif
2375,044-0001,0351-000,Mini-tennis,Le Sud-Ouest,Sportif
2376,042-0055,2715-000,Jeux d'eau,Pierrefonds-Roxboro,Récréatif
2377,020-0002,1257-000,Belvédère,Ville-Marie,Loisirs et détente
2378,053-0006,0046-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
2379,058-0021,2010-000,Piste d'athlétisme (400m) et équipements,Anjou,Sportif
2380,075-0026,0043-000,Soccer à 4-5,Ville-Marie,Sportif
2381,004-0169,0557-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2382,072-0017,0937-000,Anneau / Rond de glace,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2383,050-0076,2562-000,Pataugeoire,Montréal-Nord,Récréatif
2384,053-0076,0679-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2385,052-0088,2913-000,Patinoire avec bandes,Verdun,Récréatif
2386,074-0013,2651-000,Soccer / Football,Pierrefonds-Roxboro,Sportif
2387,076-0037,0406-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2388,009-0057,0088-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
2389,016-0028,0010-000,Balle,Ahuntsic-Cartierville,Sportif
2390,003-0317,2912-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2391,016-0011,0224-000,Balle,Le Plateau-Mont-Royal,Sportif
2392,065-0008,2675-000,Patinoire 4 saisons,Pierrefonds-Roxboro,Récréatif
2393,076-0011, ,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2394,004-0213,2696-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2395,003-0171,2619-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2396,089-0026,2392-000,Volleyball de plage,Lachine,Récréatif
2397,050-0062,0970-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2398,051-0001,0160-000,Patinoire réfrigérée / Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
